Product ID,ProductName, Merchant ID, Cluster ID, Cluster Label, Category ID,Category,Price,StockQuantity,Description,Rating,OrderID,CustomerID,OrderStatus,ReturnEligible,ShippingDate
3577,htc one x pj46100 16gb grey unlocked smartphone faulty touchscreen spares,70.0,1345.0,HTC One X 16GB,2612,Mobile Phones,0.01,437.0,"This is a replacement touchscreen for HTC One X PJ46100, a 16GB grey unlocked smartphone with a faulty touchscreen, suitable as a repair spare part.",4.8,2450.0,1451.0,Shipped,False,2024-10-11 12:24:37.765490
3579,nokia 515,48.0,1347.0,Nokia 515,2612,Mobile Phones,60.0,318.0,The Nokia 515 is a feature phone with a 2.4 inch color display and support for MP3 playback.,3.0,2362.0,70.0,Delivered,False,2024-10-29 12:24:37.765490
3600,lg optimus l3 ii,48.0,1365.0,LG Optimus L3 II,2612,Mobile Phones,199.99,219.0,The LG Optimus L3 II is a basic Android-based smartphone featuring a 3-inch touchscreen display and a 1500mAh battery.,4.8,1294.0,2134.0,Pending,False,2024-10-25 12:24:37.765490
3604,huawei ascend p2,48.0,1368.0,Huawei Ascend P2,2612,Mobile Phones,299.99,175.0,"The Huawei Ascend P2 is a compact, Android-based smartphone with a 1.2 GHz dual-core processor and an 8-megapixel rear camera.",3.5,1568.0,2125.0,Shipped,False,2024-10-06 12:24:37.765490
3651,motorola defy mini mobile phone,48.0,1415.0,Motorola Defy Mini,2612,Mobile Phones,599.99,252.0,"A compact and lightweight mobile phone designed for outdoor enthusiasts, featuring a durable design and long-lasting battery life.",4.8,1352.0,2093.0,Delivered,True,2024-10-12 12:24:37.765490
3664,samsung galaxy nexus mobile phone,48.0,1427.0,Samsung Galaxy Nexus 16GB,2612,Mobile Phones,599.99,418.0,"The Samsung Galaxy Nexus is a high-performance Android smartphone featuring a quad-core processor, 4GB RAM, and a high-resolution 4.5-inch display.",2.4,1972.0,879.0,Pending,False,2024-10-23 12:24:37.765490
3671,samsung omnia w i8350 mobile phone,48.0,1433.0,Samsung Omnia W,2612,Mobile Phones,299.99,426.0,"The Samsung Omnia W i8350 is a Windows-based smartphone featuring an 8MP camera, 3.7-inch touchscreen display, and Wi-Fi connectivity.",2.3,1209.0,1956.0,Pending,False,2024-10-14 12:24:37.765490
3673,htc explorer mobile phone,48.0,1434.0,HTC Explorer,2612,Mobile Phones,599.99,356.0,The HTC Explorer is a dual-SIM Android smartphone that features a slide-out QWERTY keyboard and supports 3G connectivity.,4.6,3272.0,256.0,Pending,False,2024-10-10 12:24:37.765490
3714,samsung galaxy s ii white mobile phone,48.0,1470.0,Samsung Galaxy S2 16GB,2612,Mobile Phones,499.99,451.0,"The Samsung Galaxy S II White is a 4G-enabled smartphone featuring a 4-inch Super AMOLED display and an 8-megapixel camera, with Android operating system and customizable home screen.",4.1,1425.0,2200.0,Delivered,False,2024-10-09 12:24:37.765490
3716,nokia c2 01 sim free mobile phone,3.0,1472.0,Nokia C2-01,2612,Mobile Phones,0.0,397.0,"The Nokia C2 01 is a basic feature phone with a built-in SIM card for free mobile phone usage, featuring a monochrome display and limited functionality.",2.3,2994.0,1935.0,Cancelled,False,2024-10-27 12:24:37.765490
3736,nokia c3 mobile phone,48.0,1487.0,Nokia C3-00,2612,Mobile Phones,199.99,18.0,"The Nokia C3 is a basic feature phone with a monochrome display and support for SMS, WAP browsing, and FM radio, designed for simple communication in rural or emergency situations.",4.5,2902.0,492.0,Cancelled,False,2024-10-05 12:24:37.765490
3746,nokia c7 mobile phone,48.0,1493.0,Nokia C7-00,2612,Mobile Phones,229.99,475.0,"The Nokia C7 is a feature-rich smartphone with a 3.5-inch AMOLED display, 1GHz processor, and 8GB of internal storage.",3.5,2344.0,818.0,Cancelled,False,2024-10-11 12:24:37.765490
3764,acer stream mobile phone,48.0,1510.0,Acer Stream,2612,Mobile Phones,500.0,312.0,"The Acer Stream is a lightweight and energy-efficient smartphone designed for seamless video streaming, featuring a 3.2-inch display and Android operating system.",2.8,1998.0,1766.0,Pending,False,2024-10-19 12:24:37.765490
3796,sony ericsson xperia x10 mini mobile phone,48.0,1543.0,Sony Ericsson Xperia X10 mini,2612,Mobile Phones,199.99,362.0,"The Sony Ericsson XPERIA X10 Mini is a compact smartphone featuring a 3.2-inch touchscreen display, 5-megapixel camera, and Android operating system.",3.5,1869.0,1521.0,Shipped,False,2024-10-22 12:24:37.765490
3803,sony ericsson vivaz black mobile phone,48.0,1550.0,Sony Ericsson Vivaz U5i,2612,Mobile Phones,599.99,460.0,"The Sony Ericsson Vivaz Black is a smartphone featuring a 5MP camera and HSDPA connectivity, allowing for high-speed internet browsing on the go.",4.7,2369.0,207.0,Shipped,False,2024-10-09 12:24:37.765490
3810,samsung diva s7070 mobile phone,48.0,1555.0,Samsung S7070,2612,Mobile Phones,299.99,107.0,"The Samsung Diva S7070 is a touchscreen smartphone with Wi-Fi and 3G connectivity, featuring a 3.2-inch display and a 5MP camera.",2.6,2218.0,1587.0,Delivered,False,2024-10-10 12:24:37.765490
3819,lg gw620 intouch max mobile phone,48.0,1563.0,LG GW620,2612,Mobile Phones,599.99,360.0,"The LG GW620 Intouch Max is a feature-rich smartphone with a high-resolution display and advanced camera capabilities, offering seamless mobile experience.",3.4,1955.0,178.0,Shipped,False,2024-10-27 12:24:37.765490
3829,nokia 5230 mobile phone,48.0,1573.0,Nokia 5230,2612,Mobile Phones,49.99,456.0,"The Nokia 5230 is a mid-range mobile phone featuring a 3.2-inch display and 5MP camera, supporting Java-based applications and HSDPA connectivity.",4.6,3284.0,1379.0,Delivered,False,2024-10-09 12:24:37.765490
3831,nokia 7020 mobile phone,48.0,1575.0,Nokia 7020,2612,Mobile Phones,20.99,471.0,"The Nokia 7020 is a 2G GSM mobile phone with a monochrome display and basic features, released in 2004.",3.7,2015.0,1270.0,Delivered,True,2024-10-18 12:24:37.765490
3840,nokia 2730 classic mobile phone,48.0,1585.0,Nokia 2730 Classic,2612,Mobile Phones,49.99,31.0,This Nokia 2730 Classic mobile phone features a built-in antenna and supports EDGE technology for faster data connectivity.,3.2,1871.0,1370.0,Cancelled,False,2024-10-21 12:24:37.765490
3844,samsung u800 mobile phone,48.0,1589.0,Samsung SGH-U800 Soul b,2612,Mobile Phones,299.99,295.0,The Samsung U800 is a mid-range smartphone featuring a 3.2-inch touchscreen display and support for 3G connectivity.,4.8,1082.0,1094.0,Shipped,False,2024-10-06 12:24:37.765490
3863,nokia e52 mobile phone,48.0,1605.0,Nokia E52,2612,Mobile Phones,50.0,441.0,"The Nokia E52 is a compact and feature-rich mobile phone with Wi-Fi capabilities, ideal for browsing the web on-the-go.",4.7,2504.0,1088.0,Cancelled,False,2024-10-21 12:24:37.765490
3872,lg gb102 mobile phone,48.0,1616.0,LG GB102,2612,Mobile Phones,599.99,46.0,"The LG GB102 is a compact, feature-rich mobile phone with a high-resolution display and advanced camera capabilities.",3.0,1271.0,962.0,Cancelled,False,2024-10-14 12:24:37.765490
3896,sony ericsson w995 silver mobile phone,48.0,1637.0,Sony Ericsson W995,2612,Mobile Phones,40.0,475.0,The Sony Ericsson W995 Silver is a monochrome mobile phone featuring a 0.3MP camera and Snake II game,3.8,1497.0,89.0,Cancelled,False,2024-10-05 12:24:37.765490
3897,nokia 5130 xpressmusic blue,3.0,1638.0,Nokia 5130 XpressMusic,2612,Mobile Phones,20.99,115.0,"The Nokia 5130 XpressMusic Blue is a feature-rich mobile phone with a color screen and 1GB of internal storage, offering users enhanced music listening experience.",4.7,1375.0,1656.0,Shipped,False,2024-10-14 12:24:37.765490
3939,samsung i900 omnia 8gb mobile phone,48.0,1677.0,Samsung Omnia 8GB,2612,Mobile Phones,599.99,408.0,"The Samsung I900 Omnia features an 8GB internal storage capacity, allowing users to store their music, videos, and apps, while its sleek design and high-quality camera provide a premium mobile experience.",2.2,1744.0,333.0,Shipped,False,2024-10-12 12:24:37.765490
3940,sony ericsson k330 mobile phone,48.0,1678.0,Sony Ericsson K330,2612,Mobile Phones,99.99,69.0,"The Sony Ericsson K330 is a basic feature phone featuring a 1.3MP camera, Snake II games, and FM radio functionality.",2.9,1592.0,923.0,Delivered,False,2024-10-13 12:24:37.765490
3953,nokia e71 mobile phone sim free unlocked black,3.0,1691.0,Nokia E71,2612,Mobile Phones,39.99,240.0,"This Nokia E71 mobile phone is an unlocked, free-to-use device with a sleek black finish, ideal for those looking to experience the classic design of a 2007 Nokia model.",2.7,1350.0,421.0,Pending,False,2024-09-30 12:24:37.765490
4043,motorola motorizr z3 black mobile phone,48.0,1772.0,Motorola RIZR Z3,2612,Mobile Phones,599.99,464.0,"The Motorola Motorizr Z3 Black is a high-performance mobile phone featuring advanced 3G capabilities and a sleek, durable design.",2.9,2271.0,2131.0,Pending,False,2024-09-30 12:24:37.765490
4051,lg u880 pink muse,48.0,1780.0,LG U880,2612,Mobile Phones,199.99,189.0,"The LG U880 Pink Muse is a stylish and feature-rich smartphone with a sleek design, offering advanced camera capabilities and a long-lasting battery.",3.7,1436.0,293.0,Cancelled,False,2024-10-01 12:24:37.765490
4058,sony ericsson k800i,48.0,1787.0,Sony Ericsson K800i,2612,Mobile Phones,249.99,402.0,"The Sony Ericsson K800i is a mobile phone featuring an integrated camera with a 0.3MP resolution, allowing users to capture digital photos on the go.",4.0,3305.0,1395.0,Pending,False,2024-10-22 12:24:37.765490
4069,motorola pebl,48.0,1797.0,Motorola PEBL U6,2612,Mobile Phones,1000.0,77.0,"The Motorola PEBL is a lightweight, compact earbuds designed for everyday wear.",2.2,2543.0,1571.0,Pending,False,2024-10-13 12:24:37.765490
10036,49inch uhd 4k led smart tv hdr 10 tvplus,123.0,4419.0,Samsung UE49NU7100,2614,TVs,499.99,259.0,"This 49-inch UHD 4K LED Smart TV features HDR 10 and delivers high-quality visuals with improved color accuracy, contrast, and brightness.",4.8,2027.0,1656.0,Pending,False,2024-10-07 12:24:37.765490
10062,65inch uhd 4k led smart tv hdr 10 twin tuner tvplus,123.0,4420.0,Samsung UE65NU7100,2614,TVs,999.99,156.0,This 65-inch UHD 4K LED Smart TV features HDR 10 and Twin Tuner technology for improved picture quality and enhanced entertainment experience.,2.3,3463.0,30.0,Shipped,False,2024-10-05 12:24:37.765490
10097,samsung ue75nu8000txxu 75 hdr extreme 4k ultra hd smart tv,130.0,4421.0,Samsung UE75NU8000,2614,TVs,999.99,342.0,"A Samsung UE75NU8000TXXU 75"" HDR Extreme 4K Ultra HD Smart TV provides exceptional picture quality with advanced features for an immersive viewing experience.",2.8,3290.0,297.0,Pending,False,2024-10-25 12:24:37.765490
10103,samsung ue75nu8000txzg fernseher premium uhd,119.0,4421.0,Samsung UE75NU8000,2614,TVs,599.99,405.0,The Samsung UE75NU8000TZG Fernseher is a Premium UHD TV featuring high-quality visuals and advanced smart features.,3.8,1306.0,571.0,Shipped,False,2024-10-22 12:24:37.765490
10109,samsung ue49nu8000 49 4k ultra hd hdr led smart tv with 5 year warranty,6.0,4422.0,Samsung UE49NU8000,2614,TVs,999.99,445.0,"The Samsung UE49NU8000 features a 49-inch 4K Ultra HD HDR LED Smart TV with advanced picture quality and features, backed by a 5-year warranty.",2.6,1658.0,2001.0,Pending,False,2024-10-29 12:24:37.765490
10113,samsung ue49nu8000 49 ultra hd certified hdr 1000 smart 4k tv,32.0,4422.0,Samsung UE49NU8000,2614,TVs,599.99,349.0,The Samsung UE49NU8000 is an Ultra HD Certified HDR 1000 Smart 4K TV featuring improved color accuracy and wider viewing angles for enhanced visual experience.,3.3,3375.0,10.0,Delivered,True,2024-10-26 12:24:37.765490
10114,samsung nu8000 led tv in black silver,31.0,4422.0,Samsung UE49NU8000,2614,TVs,999.99,26.0,"The Samsung NU8000 LED TV in Black Silver features a sleek and modern design, delivering exceptional picture quality with its advanced LED backlighting technology.",4.0,2439.0,1027.0,Delivered,True,2024-10-07 12:24:37.765490
10123,samsung 49 8 series black ultra hd 4k dynamic crystal colour hdr 1000 smart tv ue49nu8000txxu,33.0,4422.0,Samsung UE49NU8000,2614,TVs,999.99,323.0,The Samsung UE49NU8000TXXU features a 49-inch 8-series Black Ultra HD 4K Dynamic Crystal Colour HDR 1000 Smart TV with enhanced color accuracy and a wide range of viewing angles.,4.7,1072.0,338.0,Cancelled,False,2024-10-08 12:24:37.765490
10128,samsung ue43nu7400 43 inch dynamic crystal colour 4k ultra hd certified hdr smart tv charcoal black 2018 model energy class a,17.0,4423.0,Samsung UE43NU7400,2614,TVs,249.99,360.0,"This Samsung Ue43Nu7400 Smart TV features 4K Ultra HD Certified HDR and Dynamic Crystal Colour for enhanced visual quality, with a 43-inch Energy Class A screen in Charcoal Black, released in 2018.",3.2,1833.0,1476.0,Delivered,True,2024-09-30 12:24:37.765490
10136,samsung 43 nu7400 4k ultrahd hdr10 smart led tv,8.0,4423.0,Samsung UE43NU7400,2614,TVs,599.99,207.0,"This Samsung TV features 4K Ultra HD resolution, HDR10 technology for enhanced color and contrast, and Smart LED backlighting for improved brightness and energy efficiency.",4.0,3089.0,1183.0,Delivered,False,2024-10-21 12:24:37.765490
10161,samsung 55 inch nu8000 4k ultra hd certified dynamic crystal colour hdr smart tv,30.0,4424.0,Samsung UE55NU8000,2614,TVs,649.99,139.0,This Samsung 55-inch Nu8000 4K Ultra HD Certified Dynamic Crystal Color HDR Smart TV delivers exceptional picture quality and immersive entertainment experiences with its advanced features.,3.3,1860.0,491.0,Delivered,True,2024-10-11 12:24:37.765490
10163,samsung ue55nu8000 55 4k ultra hd certified hdr 1000 smart led tv,128.0,4424.0,Samsung UE55NU8000,2614,TVs,999.99,131.0,"This Samsung UHD TV features 55 inches of 4K Ultra HD display, HDR 1000 Smart LED technology, and 4K resolution for a premium viewing experience.",4.2,1231.0,1564.0,Cancelled,False,2024-10-13 12:24:37.765490
10179,samsung 75 black nu7100 ultra hd certified hdr smart 4k tv ue75nu7100kxxu,33.0,4425.0,Samsung UE75NU7100,2614,TVs,999.99,30.0,This Samsung 75 Black NU7100 Ultra HD Certified HDR Smart 4K TV features advanced display technology and AI-powered processing for an immersive viewing experience.,4.4,3122.0,262.0,Pending,False,2024-10-04 12:24:37.765490
10190,samsung ue75nu7100kxxu 75 smart hdr 4k uhd television,130.0,4425.0,Samsung UE75NU7100,2614,TVs,599.99,310.0,"This Samsung UE75NU7100KXXU 75 Smart HDR 4K UHD Television features cutting-edge technology for an immersive viewing experience, with advanced picture quality and seamless connectivity options.",4.4,3046.0,1537.0,Delivered,True,2024-10-14 12:24:37.765490
10215,samsung 65 nu8000 led tv ue65nu8000txxu mw01,26.0,4426.0,Samsung UE65NU8000,2614,TVs,999.99,310.0,"The Samsung UE65NU8000TXXU MW01 is a 65-inch LED TV featuring high-quality display and sleek design, making it an excellent choice for home entertainment.",2.8,1643.0,2141.0,Cancelled,False,2024-10-12 12:24:37.765490
10243,sony kd55af8bu 55 oled hdr 4k ultra hd smart android tv,129.0,4428.0,Sony Bravia KD-55AF8,2614,TVs,599.99,90.0,This Sony KD55AF8BU 55 OLED HDR 4K Ultra HD Smart Android TV provides exceptional picture quality and seamless connectivity for a premium viewing experience.,4.9,3033.0,967.0,Cancelled,False,2024-10-26 12:24:37.765490
10248,samsung ue82nu8000 82 inch 4k ultra hd hdr smart tv,132.0,4429.0,Samsung UE82NU8000,2614,TVs,999.99,383.0,"This 82-inch Samsung UE82NU8000 Smart TV features 4K Ultra HD and HDR for enhanced picture quality, with smart capabilities for streaming content from various platforms.",3.4,1009.0,847.0,Shipped,False,2024-10-25 12:24:37.765490
10255,samsung ue82nu8000 82 4k ultra hd hdr led smart tv with 5 year warranty,6.0,4429.0,Samsung UE82NU8000,2614,TVs,599.99,247.0,"This Samsung UE82NU8000 82’ 4K Ultra HD HDR LED Smart TV offers enhanced picture quality and smart features, backed by a comprehensive 5-year warranty.",2.2,1473.0,1925.0,Delivered,True,2024-10-01 12:24:37.765490
10269,sony kd55xf8096bu 55 4k hdr smart led tv,125.0,4430.0,Sony Bravia KD-55XF8096,2614,TVs,599.0,468.0,"This Sony KD55XF8096BU is a 55-inch 4K HDR Smart LED TV, featuring advanced display technology and connectivity options for an immersive viewing experience.",3.6,3426.0,1344.0,Cancelled,False,2024-10-08 12:24:37.765490
10306,samsung ue55nu7400 55 flat dynamic crystal colour led tv,126.0,4432.0,Samsung UE55NU7400,2614,TVs,599.99,265.0,"This Samsung UE55NU7400 TV features a 55-inch flat display with dynamic crystal color LED technology, providing vibrant and immersive viewing experiences.",3.6,2358.0,2271.0,Cancelled,False,2024-10-13 12:24:37.765490
10349,samsung led tv in black,31.0,4435.0,Samsung UE65NU7400,2614,TVs,599.99,225.0,"This Samsung LED TV features a sleek and modern design, delivering crisp and vibrant visuals with its advanced LED technology.",3.7,2722.0,1174.0,Delivered,False,2024-10-19 12:24:37.765490
10352,samsung 65 nu7400 4k ultrahd hdr10 smart led tv,8.0,4435.0,Samsung UE65NU7400,2614,TVs,599.99,23.0,"This Samsung 65NU7400 4K UHD HDR10 Smart LED TV features advanced picture processing and sleek design, delivering vibrant colors and immersive viewing experiences.",2.1,2347.0,2280.0,Shipped,False,2024-10-03 12:24:37.765490
10386,sony kd55xf9005bu 55 4k hdr smart android tv with freeviewhd youview,131.0,4437.0,Sony Bravia KD-55XF9005,2614,TVs,499.99,266.0,"A 55-inch 4K HDR Smart Android TV featuring Sony KD55XF9005BU, supporting Freeview HD and YouView.",4.6,1622.0,336.0,Delivered,True,2024-10-22 12:24:37.765490
10397,sony kd43xf8505bu 43 4k hdr smart led tv,125.0,4438.0,Sony Bravia KD-43XF8505,2614,TVs,499.99,207.0,"This Sony KD43Xf8505BU is a 43-inch 4K HDR Smart LED TV, delivering high-definition visuals and seamless connectivity to various devices.",4.9,1933.0,361.0,Pending,False,2024-10-11 12:24:37.765490
10430,sony kd65xf9005bu/kd65xf9005bu,98.0,4441.0,Sony Bravia KD-65XF9005,2614,TVs,399.99,62.0,The Sony KD65XF9005BU/KD65XF9005BU is a 65-inch 4K UHD television featuring advanced picture processing and sleek design.,4.6,1373.0,1870.0,Shipped,False,2024-10-15 12:24:37.765490
10434,sony kd65xf9005baep fernseher 4k ultra hd 164cm,119.0,4441.0,Sony Bravia KD-65XF9005,2614,TVs,999.99,93.0,"This Sony KD65XF9005BAEP 4K Ultra HD TV features a 164cm screen size, providing high-quality visuals and immersive entertainment experience.",3.7,1258.0,1720.0,Shipped,False,2024-10-09 12:24:37.765490
10435,sony kd 65xf9005bu,134.0,4441.0,Sony Bravia KD-65XF9005,2614,TVs,299.99,315.0,The Sony KD-65XF9005BU is a 65-inch 4K Ultra HD LED TV featuring advanced picture processing and impressive sound quality.,2.1,1445.0,2187.0,Pending,False,2024-09-29 12:24:37.765490
10436,sony kd55xf8505bu 55 4k hdr smart android tv with freeviewhd youview,131.0,4442.0,Sony Bravia KD-55XF8505,2614,TVs,499.99,484.0,"A high-definition 55-inch 4K HDR-capable Android TV featuring FreeVIEW HD and YouView, delivering immersive entertainment experiences",2.4,1692.0,319.0,Shipped,False,2024-10-06 12:24:37.765490
10438,bravia kd55xf8505 55 inch 4k ultra hd hdr smart led android tv,124.0,4442.0,Sony Bravia KD-55XF8505,2614,TVs,699.99,354.0,"This Bravia KD55XF8505 55-inch 4K Ultra HD HDR Smart LED Android TV delivers high-quality visuals and seamless connectivity, making it an ideal choice for entertainment and media consumption.",3.0,1642.0,1611.0,Pending,False,2024-10-05 12:24:37.765490
10447,lg oled55c8pla 55 4k ultra hd hdr smart oled tv,32.0,4443.0,LG OLED55C8PLA,2614,TVs,999.99,173.0,"This LG OLED55C8PLA TV features 55 inches of 4K Ultra HD HDR display with smart capabilities, providing immersive viewing experiences.",2.8,2995.0,471.0,Cancelled,False,2024-10-27 12:24:37.765490
10474,lg oled65b8slc,134.0,4444.0,LG OLED65B8PLA,2614,TVs,999.99,171.0,The LG OLED65B8SLC is a 65-inch 4K Ultra HD LED-lit OLED television featuring superior picture quality and advanced smart features.,3.8,1310.0,2313.0,Pending,False,2024-09-30 12:24:37.765490
10503,lg oled55e8pla 55 inch oled tv,30.0,4446.0,LG OLED55E8PLA,2614,TVs,599.99,133.0,"The LG OLED55E8PLA is a 55-inch immersive display featuring 4K resolution, wide viewing angles, and an impressive HDR10+ color gamut.",4.2,2038.0,1518.0,Delivered,True,2024-10-03 12:24:37.765490
10509,samsung ue50nu7400/ue50nu7400,98.0,4447.0,Samsung UE50NU7400,2614,TVs,599.99,34.0,The Samsung UE50NU7400/UE50NU7400 is an 4K Ultra HD Smart LED TV offering stunning picture quality and immersive entertainment experience.,2.6,2161.0,1146.0,Shipped,False,2024-10-20 12:24:37.765490
10526,lg oled65c8p 65 4k hdr dolby atmos cinema screen oled tv,131.0,4448.0,LG OLED65C8PLA,2614,TVs,599.99,308.0,"This LG OLED65C8P 65"" 4K HDR Dolby Atmos Cinema Screen OLED TV offers enhanced picture quality, immersive audio, and cinematic experiences at home.",3.7,1033.0,510.0,Cancelled,False,2024-10-01 12:24:37.765490
10539,samsung qe65q9fn 65 qled 4k ultra hd tv,129.0,4449.0,Samsung QE65Q9F,2614,TVs,999.99,71.0,"The Samsung QE65Q9FN is a 65"" 4K Ultra HD QLED TV featuring superior picture quality and sleek design, ideal for an immersive viewing experience.",2.4,2879.0,2222.0,Cancelled,False,2024-10-09 12:24:37.765490
10541,samsung qe65q9fna 65 9 series flat qled tv,126.0,4449.0,Samsung QE65Q9F,2614,TVs,1099.0,49.0,"This Samsung QLED TV features a 65-inch flat screen with QE65Q9FNA model, offering high picture quality and immersive viewing experience.",2.1,2686.0,793.0,Shipped,False,2024-10-21 12:24:37.765490
10549,sony kd75xf9005bu 75 4k hdr smart android tv with freeviewhd youview,131.0,4450.0,Sony Bravia KD-75XF9005,2614,TVs,349.99,205.0,"This Sony KD75XF9005BU 75"" 4K HDR Smart Android TV features advanced picture and sound technologies, providing an immersive viewing experience for entertainment and daily life.",2.8,2183.0,555.0,Shipped,False,2024-10-12 12:24:37.765490
10550,bravia kd75xf9005 75 inch 4k ultra hd hdr smart led android,124.0,4450.0,Sony Bravia KD-75XF9005,2614,TVs,999.99,275.0,The Bravia KD75XF9005 is a 75-inch 4K Ultra HD HDR Smart LED Android television featuring high-definition display and advanced smart features.,2.3,2591.0,1094.0,Shipped,False,2024-10-14 12:24:37.765490
10559,samsung qe65q7fna/qe65q7fna,98.0,4451.0,Samsung QE65Q7FN,2614,TVs,999.99,454.0,"This Samsung QLED 4K UHD TV features Quantum Dot technology for enhanced color accuracy and brightness, offering an immersive viewing experience with superior picture quality.",2.1,1047.0,787.0,Cancelled,False,2024-10-19 12:24:37.765490
10575,sony kd65xf8505bu 65 4k uhd tv tv android smart tv freeview hd youview,133.0,4452.0,Sony Bravia KD-65XF8505,2614,TVs,299.99,140.0,This Sony KD65XF8505BU 65,4.3,2195.0,1347.0,Shipped,False,2024-10-23 12:24:37.765490
10607,lg 43uk6300plb 43 inch ultra hd 4k smart tv,30.0,4455.0,LG 43UK6300PLB,2614,TVs,500.0,333.0,"This 43-inch Ultra HD 4K Smart TV features LGs 43UK6300PLB panel with impressive color accuracy and a wide viewing angle, making it an ideal choice for entertainment and multimedia consumption.",2.6,3071.0,1171.0,Cancelled,False,2024-09-29 12:24:37.765490
10610,lg 43uk6300plb 43 4k ultra hd hdr led smart tv with freeview hd and freesat,6.0,4455.0,LG 43UK6300PLB,2614,TVs,599.0,471.0,"This LG 43UK6300PLB is a 43-inch 4K Ultra HD HDR LED Smart TV, featuring Freeview HD and Freesat connectivity.",2.4,2590.0,2274.0,Pending,False,2024-10-12 12:24:37.765490
10612,lg 43 uk6300 4k ultra hd with hdr smart led tv,8.0,4455.0,LG 43UK6300PLB,2614,TVs,349.99,392.0,This LG 43UK6300 4K Ultra HD with HDR Smart LED TV offers enhanced picture quality and seamless connectivity for an immersive viewing experience.,4.7,2416.0,2134.0,Delivered,False,2024-10-08 12:24:37.765490
10640,panasonic tx65fx700b 65 uhd 4k hdr smart tv freeviewhd freeviewplay,131.0,4457.0,Panasonic TX-65FX700B,2614,TVs,499.99,389.0,"This Panasonic TX65FX700B 65UHD 4K HDR Smart TV features state-of-the-art picture quality and cutting-edge smart capabilities, providing an immersive entertainment experience.",4.8,1749.0,946.0,Pending,False,2024-10-14 12:24:37.765490
10645,panasonic tx 65fx700b 65 inch ultra hd 1600hz 4k hdr smart led tv with freeview play black 2018 model energy class a,17.0,4457.0,Panasonic TX-65FX700B,2614,TVs,599.99,435.0,"A 2 sentence technical description of the product: The Panasonic TX 65FX700B is an Ultra HD Smart LED TV featuring 1600Hz refresh rate and 4K HDR capabilities, offering enhanced picture quality and seamless connectivity.",2.6,2997.0,409.0,Shipped,False,2024-10-23 12:24:37.765490
10663,sony kd 43xf7073 43 ultra hd 4k hdr smart tv,8.0,4458.0,Sony KD-43XF7073,2614,TVs,699.99,459.0,"This 43"" Ultra HD 4K HDR Smart TV features advanced picture processing and sleek design, delivering an immersive viewing experience with stunning color accuracy and vibrant contrast.",2.1,2138.0,932.0,Pending,False,2024-10-11 12:24:37.765490
10682,49inch ultra hd 4k hdr led freeview play,123.0,4460.0,Panasonic TX-49FX700B,2614,TVs,1000.0,335.0,"This is a 49-inch Ultra HD 4K HDR LED TV with Freeview Play functionality, offering enhanced picture quality and access to a wide range of entertainment content.",3.7,2474.0,885.0,Shipped,False,2024-10-03 12:24:37.765490
10706,samsung qe55q7fna,134.0,4461.0,Samsung QE55Q7FN,2614,TVs,599.99,496.0,The Samsung QE55Q7FNA is a 55-inch 4K UHD LED TV featuring advanced quantum dot technology for enhanced color accuracy and brightness.,2.5,1232.0,1028.0,Cancelled,False,2024-10-09 12:24:37.765490
10714,qe55q9fn 55 inch qled ultra hd premium hdr 2000 smart tv,124.0,4462.0,Samsung QE55Q9FN,2614,TVs,899.99,440.0,"This QLED Ultra HD Premium HDR 2000 Smart TV features exceptional picture quality with improved brightness and color accuracy, delivering an immersive viewing experience for its 55-inch screen.",4.2,1090.0,1163.0,Delivered,False,2024-10-06 12:24:37.765490
10717,lg 55uk6300plb/55uk6300plb,98.0,4463.0,LG 55UK6300PLB,2614,TVs,75.99,51.0,The LG 55UK6300PLB/55UK6300PLB is a 55-inch Full HD smart TV with LED panel and support for various streaming services.,4.7,1553.0,1726.0,Delivered,True,2024-10-07 12:24:37.765490
10720,lg 55uk6300plb 55 4k ultra hd smart tv wi fi grey led tv,14.0,4463.0,LG 55UK6300PLB,2614,TVs,299.99,13.0,"This LG 55UK6300PLB is a 55-inch 4K Ultra HD Smart TV featuring Wi-Fi connectivity and a sleek grey LED design, providing an immersive viewing experience.",2.8,2781.0,2149.0,Pending,False,2024-10-08 12:24:37.765490
10726,lg 55uk6300pla 55 ultra hd 4k tv,4.0,4463.0,LG 55UK6300PLB,2614,TVs,499.99,359.0,This LG 55UK6300PLA is a 55 Ultra HD 4K TV offering impressive picture quality and sleek design.,2.1,2247.0,563.0,Delivered,False,2024-10-21 12:24:37.765490
10733,lg 55 uk6300plb smart led tv 55uk6300plb mw01,26.0,4463.0,LG 55UK6300PLB,2614,TVs,399.99,491.0,"A 55UK6300PLB Smart LED TV with MW01 model, featuring high-definition display and internet connectivity for streaming content.",2.6,1371.0,2107.0,Delivered,True,2024-10-18 12:24:37.765490
10748,sony kd75xf8596bu 75 4k hdr ultra hd smart android led tv amazon alexa,128.0,4465.0,Sony KD-75XF8596,2614,TVs,99.99,335.0,This Sony KD75XF8596BU 75“ 4K HDR Ultra HD Smart Android LED TV features integrated Amazon Alexa for seamless voice control and entertainment experiences.,4.0,3469.0,898.0,Delivered,False,2024-09-29 12:24:37.765490
